name
I."ENST00000498666";21_46323280_46323450-242=171=181//P05107
I."ENST00000023064";19_33355535_33355682-243=148=198//P82251
I."ENST00000378826";6_17790103_17790141-100=39=147//Q9H1H9
I."ENST00000491998";1_3789578_3789701-101=124=1923//O76075
I."ENST00000491297";1_67293495_67293593-227=99=122//Q5VTH9
I."ENST00000431318";1_67301309_67301460-158=152=87//Q5VTH9
I."ENST00000546225";15_67782341_67782402-123=62=109//Q86VS3
I."ENST00000378603";11_47256308_47256485-100=178=143//Q92466
I."ENST00000378601";11_47238409_47238600-137=192=146//Q92466
I."ENST00000338898";X_38158209_38158394-169=186=125//Q92834
I."ENST00000309513";X_38150646_38150737-66=92=169//Q92834
I."ENST00000430093";21_40627571_40627754-94=184=186//Q9NSI6
I."ENST00000433859";7_6820440_6820519-115=80=149//B2RC85
I."ENST00000264658";17_37441731_37441826-127=96=69//Q9QZH7
I."ENST00000287202";15_72580879_72580959-144=81=63//Q96J87
I."ENST00000287202";15_72582280_72582359-144=80=129//Q96J87
I."ENST00000400150";18_3656084_3656113-374=30=241//P97836
I."ENST00000216271";22_50686795_50686901-68=107=90//Q969S8
I."ENST00000216271";22_50688856_50688952-98=97=135//Q969S8
I."ENST00000437649";5_140073520_140073639-75=120=108//Q5R5E5
I."ENST00000488673";9_37762574_37762682-215=109=237//Q6PF06
I."ENST00000297994";9_37762574_37762682-215=109=125//Q6PF06
I."ENST00000445935";21_47738699_47738875-209=177=1231//P58505
I."ENST00000355233";9_8523513_8523524-270=12=111//Q64487
I."ENST00000397611";9_8526627_8526644-111=18=189//Q64487
I."ENST00000355233";9_8527345_8527353-18=9=189//Q64487
I."ENST00000406824";3_139294425_139294836-83=412=184//Q96T66
I."ENST00000432318";X_1422816_1422912-136=97=82//P15509
I."ENST00000269190";18_32418709_32418801-78=93=88//Q9Y4J8
I."ENST00000442725";19_17599657_17599748-70=92=110//Q6PCB7
I."ENST00000478850";9_99607172_99607298-102=127=59//Q6ZMW2
I."ENST00000374124";9_116770624_116770659-90=36=78//Q80YY7
I."ENST00000508967";4_154649359_154649513-108=155=59//Q8N4F7
I."ENST00000415491";11_63278551_63278577-39=27=89//Q96DT0
I."ENST00000540617";1_21887590_21887705-120=116=175//P05186
I."ENST00000542803";1_107979287_107979421-168=135=860//Q9Y2I2
I."ENST00000473149";2_98844665_98844795-183=131=158//Q502W6
I."ENST00000543135";6_131959751_131959894-161=144=76//O14638
I."ENST00000512196";4_84231875_84232043-48=169=174//Q9Y251
I."ENST00000376485";6_30608312_30608380-46=69=72//Q5TM63
I."ENST00000409592";2_225657691_225657789-107=99=58//Q96BY6
I."ENST00000497907";1_155935422_155935551-110=130=64//Q92974
I."ENST00000360273";3_10420927_10420968-159=42=60//Q01814
I."ENST00000381260";4_57516849_57516978-802=130=156//Q9BPY8
I."ENST00000560611";15_34567546_34567590-95=45=435//Q9UHW9
I."ENST00000503864";4_57516849_57516978-800=130=156//Q9BPY8
I."ENST00000395887";10_35477128_35477316-143=189=36//Q03060
I."ENST00000453560";12_69045775_69045831-69=57=141//Q62636
I."ENST00000372835";1_40211047_40211170-101=124=186//Q9UNP9
I."ENST00000358477";13_38225402_38225596-42=195=196//Q9UBN4
I."ENST00000375044";1_21013881_21014437-81=557=148//Q9P2E2
I."ENST00000407322";14_72961860_72961970-62=111=126//P49758
I."ENST00000357368";19_5216731_5216778-98=48=113//Q13332
I."ENST00000227880";11_60708594_60708762-159=169=111//Q8IY34
I."ENST00000596338";19_49671174_49671354-175=181=164//Q8TD43
I."ENST00000518288";8_1828214_1828330-164=117=115//O15013
I."ENST00000396095";7_34818074_34818177-133=104=202//Q6W5P4
I."ENST00000359791";7_34851382_34851475-104=94=202//Q6W5P4
I."ENST00000359791";7_34818074_34818177-133=104=94//Q6W5P4
I."ENST00000344290";17_44071290_44071343-127=54=266//Q5YCW1
I."ENST00000262410";17_44060544_44061296-66=753=56//P10636
I."ENST00000417133";21_39772496_39772567-69=72=81//P11308
I."ENST00000398910";21_39817327_39817544-152=218=86//P11308
I."ENST00000417133";21_39764298_39764366-57=69=72//P11308
I."ENST00000414585";22_31976258_31976350-71=93=98//A8K8P3
I."ENST00000432498";22_31927044_31927115-174=72=111//A8K8P3
I."ENST00000447894";6_168294542_168294586-168=45=95//P55196
I."ENST00000435176";3_37050305_37050396-73=92=43//P40692
I."ENST00000377850";6_25915727_25915874-91=148=133//O00624
I."ENST00000544172";8_27303311_27303436-66=126=147//Q14289
I."ENST00000400169";21_18933020_18933142-156=123=139//Q5R764
I."ENST00000393447";7_116774178_116774246-76=69=155//Q2PG42
I."ENST00000333082";20_1099396_1099545-147=150=153//Q92530
I."ENST00000445499";3_45748272_45748399-75=128=150//Q9NTJ5
I."ENST00000441090";3_197585705_197585776-54=72=49//Q96II8
I."ENST00000374384";20_33961987_33962059-58=73=108//Q9NVA1
I."ENST00000374394";20_33902491_33902568-114=78=109//Q9NVA1
I."ENST00000457502";10_104831531_104831596-94=66=185//Q9H8M5
I."ENST00000557821";15_40582226_40582283-87=58=96//Q00722
I."ENST00000465814";11_72403798_72403830-83=33=146//Q96P48
I."ENST00000475109";7_35919206_35919329-135=124=118//Q5R481
I."ENST00000324464";19_41211230_41211352-86=123=78//Q96D53
I."ENST00000533102";11_118404135_118404266-291=132=31//Q86YD3
I."ENST00000533102";11_118402865_118403176-97=312=291//Q86YD3
I."ENST00000381269";14_70522513_70522530-125=18=104//P57103
I."ENST00000465444";17_26888440_26888647-143=208=92//Q96S52
I."ENST00000372122";9_135864448_135864585-272=138=166//Q5VTD9
I."ENST00000317336";1_86834319_86834405-111=87=136//Q9ULJ1
I."ENST00000317336";1_86851141_86851273-126=133=172//Q9ULJ1
I."ENST00000340780";9_138438624_138438757-114=134=71//Q9NY56
I."ENST00000393443";7_116759615_116759774-83=160=55//Q2PG42
I."ENST00000327325";19_7828279_7828362-164=84=84//Q9H2X3
I."ENST00000334806";19_7832402_7832514-152=113=767//Q9H2X3
I."ENST00000415613";17_44060544_44061296-66=753=56//P10636
I."ENST00000415613";17_44071290_44071343-127=54=266//Q5YCW1
I."ENST00000431008";17_44051751_44051837-87=87=66//P10636
I."ENST00000371546";9_140042604_140042666-177=63=101//Q5R1P0
I."ENST00000371553";9_140059638_140059748-146=111=982//Q5R1P0
I."ENST00000371546";9_140059638_140059748-146=111=1345//P35439
I."ENST00000478103";17_16344388_16344444-69=57=109//Q8N1F1
I."ENST00000490814";5_883466_883565-76=100=133//Q9H8M2
I."ENST00000490814";5_888350_888522-111=173=145//Q3UQU0
I."ENST00000435957";10_134624089_134624225-81=137=82//Q8IYW2
I."ENST00000307897";15_66801179_66801230-433=52=96//Q5RA78
I."ENST00000381668";4_42487513_42487685-184=173=65//Q9Y2Q0
I."ENST00000389656";20_20037262_20037440-78=179=151//Q8NHU2
I."ENST00000335750";14_79276661_79276687-204=27=120//Q9Y4C0
I."ENST00000504758";6_35103884_35103995-121=112=206//Q8WWU5
I."ENST00000505911";6_35103884_35103980-121=97=206//Q8WWU5
I."ENST00000529432";11_123489053_123489064-91=12=108//Q3KR37
I."ENST00000550983";16_28769319_28769404-806=86=183//F8W1W9
I."ENST00000370460";X_147919171_147919257-45=87=37//P51816
I."ENST00000457717";4_100495966_100496127-155=162=188//P55157
I."ENST00000266503";12_27529279_27529320-102=42=158//Q8WYA1
I."ENST00000409021";4_6080666_6080725-129=60=141//Q96N16
I."ENST00000409021";4_6107200_6107694-210=495=276//Q96N16
I."ENST00000404971";2_50282093_50282182-320=90=172//Q63373
I."ENST00000404971";2_51253509_51253607-18=99=1693//Q9ULB1
I."ENST00000437022";22_30795632_30795707-153=76=44//O76054
I."ENST00000295981";3_9962609_9962653-112=45=140//Q8NAC3
I."ENST00000466046";3_9970264_9970314-182=51=46//Q8NAC3
I."ENST00000295981";3_9974504_9974542-96=39=668//Q8NAC3
I."ENST00000466046";3_9960019_9960093-153=75=110//Q8NAC3
I."ENST00000451231";3_9960219_9960293-153=75=112//Q8NAC3
I."ENST00000379550";4_139988838_139988924-193=87=174//Q15723
I."ENST00000389156";5_74109665_74109844-129=180=172//Q9Y6X4
I."ENST00000389156";5_74130251_74130422-180=172=86//Q9Y6X4
I."ENST00000371856";20_47782534_47782822-139=289=75//O95793
I."ENST00000468288";22_38463711_38463777-129=67=90//Q5REH1
I."ENST00000312251";16_5077279_5077380-64=102=48//Q9UK23
I."ENST00000537274";11_102056749_102056862-116=114=194//P46937
I."ENST00000369950";6_76751610_76751843-167=234=257//Q17R60
I."ENST00000369963";6_76732260_76734730-104=2471=65//Q17R60
I."ENST00000556265";14_76101253_76101356-72=104=110//Q9UPI3
I."ENST00000392078";1_171558508_171558744-127=237=261//Q9Y520
I."ENST00000440923";3_7732726_7732793-247=68=119//Q5RDQ8
I."ENST00000578006";17_30632360_30632460-113=101=61//P58872
I."ENST00000590925";17_76212745_76212862-110=118=165//Q5RAH9
I."ENST00000538309";1_19202809_19202961-122=153=48//P30038
I."ENST00000375979";11_89075242_89075361-109=120=82//Q5R5C5
I."ENST00000526508";11_46686399_46686509-94=111=137//O75143
I."ENST00000440709";22_51014965_51015066-138=102=178//Q92523
I."ENST00000490715";1_113093223_113093315-140=93=151//Q8TDW4
I."ENST00000438402";2_190593386_190593547-154=162=159//Q7Z5J8
I."ENST00000602090";19_51566843_51567118-187=276=95//Q9UKR3
I."ENST00000521583";5_154247252_154247352-194=101=162//Q9D8X5
I."ENST00000450530";9_135864448_135864585-272=138=166//Q5VTD9
I."ENST00000532352";11_89378171_89378357-113=187=102//Q04609
I."ENST00000532352";11_89392706_89392892-126=187=94//Q04609
I."ENST00000502396";6_54095512_54095715-129=204=54//Q5VWP3
I."ENST00000471181";17_41267743_41267796-78=54=99//Q9GKK8
I."ENST00000276373";8_20022380_20022475-79=96=61//P54219
I."ENST00000329257";12_99222952_99223131-129=180=108//Q7Z6G8
I."ENST00000423703";12_6765893_6765964-167=72=37//Q8C0D7
I."ENST00000444704";12_6761437_6761584-62=148=109//Q9UNL4
I."ENST00000355810";4_77025750_77025782-33=33=33//Q13508
I."ENST00000263710";2_122139784_122139900-151=117=107//Q7Z460
I."ENST00000263710";2_122159444_122159446-164=3=64//Q80TV8
I."ENST00000263710";2_122176198_122176305-104=108=168//Q7Z460
I."ENST00000374000";20_34446224_34446303-85=80=388//Q9BVI0
I."ENST00000566987";16_71901796_71901940-146=145=117//O75541
I."ENST00000566987";16_71901796_71901940-146=145=117//O75541
I."ENST00000425432";16_71901815_71901940-146=126=117//O75541
I."ENST00000522066";5_170410069_170410249-136=181=118//Q9H2T7
I."ENST00000373995";10_52610425_52610567-135=143=144//Q5R9H4
I."ENST00000599733";19_39976184_39976242-22=59=120//Q3ZCQ8
I."ENST00000541594";17_41368468_41368608-154=141=44//Q96A25
I."ENST00000367396";1_197616185_197616244-54=60=81//Q6P3S1
I."ENST00000542732";21_30441744_30441823-150=80=91//Q5RAP1
I."ENST00000443581";3_38620825_38620983-121=159=441//Q14524
I."ENST00000413689";3_38620825_38620986-121=162=441//Q14524
I."ENST00000443581";3_38598722_38598775-138=54=282//Q14524
I."ENST00000559596";15_41634584_41634652-180=69=144//Q9BXS6
I."ENST00000559596";15_41667910_41668026-158=117=109//Q9BXS6
I."ENST00000336838";2_55530205_55530288-201=84=215//Q3V6T2
I."ENST00000376575";6_30859157_30859256-148=100=187//Q7YR43
I."ENST00000376575";6_30863181_30863291-166=111=245//Q7YR43
I."ENST00000404103";2_25642384_25642404-160=21=97//O60941
I."ENST00000404103";2_25678274_25678363-88=90=78//O60941
I."ENST00000405222";2_25818955_25819109-106=155=86//O60941
I."ENST00000379873";X_19055707_19055754-24=48=36//Q8IZP9
I."ENST00000443097";7_76142401_76142480-226=80=130//Q9BT76
I."ENST00000477542";3_48419807_48420016-119=210=159//Q6X9E4
I."ENST00000415155";3_48414147_48414347-46=201=38//Q6X9E4
I."ENST00000434065";3_9950901_9950967-69=67=176//Q8NFR9
I."ENST00000341278";10_124343838_124343867-324=30=39//Q9UGM3
I."ENST00000341278";10_124343838_124343867-324=30=39//Q9UGM3
I."ENST00000396887";16_3115785_3115827-173=43=39//P24001
I."ENST00000304834";17_73145186_73145280-143=95=334//Q9UK76
I."ENST00000449139";15_74487993_74488016-167=24=140//Q9BX79
I."ENST00000333572";6_170036467_170036600-98=134=122//A2RRH5
I."ENST00000382105";22_32297728_32297788-172=61=83//O75140
I."ENST00000400246";22_32272143_32272251-133=109=228//O75140
I."ENST00000400246";22_32257354_32257419-109=66=155//O75140
I."ENST00000368041";1_160786384_160786653-342=270=102//Q9HBG7
I."ENST00000394149";17_38172486_38172593-155=108=147//P09919
I."ENST00000467331";9_32984629_32984855-104=227=60//Q7Z2E3
I."ENST00000320211";3_48505981_48506061-92=81=253//Q8WXE1
I."ENST00000299328";X_153642438_153642527-86=90=81//Q6IV84
I."ENST00000321027";2_75923326_75923441-187=116=98//P16383
I."ENST00000321027";2_75919103_75919226-82=124=187//P16383
I."ENST00000554228";14_104151323_104151373-162=51=131//Q5R581
I."ENST00000330010";1_78390873_78390914-149=42=198//Q0ZGT2
I."ENST00000457030";1_78383251_78383442-79=192=79//Q0ZGT2
I."ENST00000540744";19_53217268_53217394-4052=127=82//Q8N823
I."ENST00000283296";6_46824455_46824514-85=60=42//Q8IZF2
I."ENST00000468719";20_20226761_20226859-128=99=169//Q8NHU2
I."ENST00000476414";20_20180412_20180546-124=135=128//Q8NHU2
I."ENST00000395166";4_87024339_87024397-139=59=130//Q61831
I."ENST00000566309";16_83981816_83981937-150=122=71//O95822
I."ENST00000557340";15_93515495_93515647-45=153=72//O14647
I."ENST00000394300";15_91434212_91434421-84=210=123//P07332
I."ENST00000444422";15_91428642_91428815-213=174=97//P07332
I."ENST00000378850";4_186353136_186353355-122=220=138//A7E2U8
I."ENST00000378850";4_186357438_186357513-138=76=180//A7E2U8
I."ENST00000367297";1_201757596_201757766-149=171=53//Q8NEY1
I."ENST00000367297";1_201773617_201773625-122=9=197//Q8NEY1
I."ENST00000588377";17_34857692_34857741-167=50=104//Q96H55
I."ENST00000391936";1_205388358_205388480-472=123=120//Q68G75
I."ENST00000598034";19_39825901_39825950-50=50=97//O60234
I."ENST00000301295";19_56379075_56379242-168=168=171//Q96MN2
I."ENST00000389506";11_118355577_118355690-132=114=147//Q03164
I."ENST00000360304";3_123348321_123348473-124=153=124//O02827
I."ENST00000407860";19_54722230_54722282-156=53=38//O75022
I."ENST00000432700";22_36545094_36545419-127=326=261//O95236
I."ENST00000432700";22_36545094_36545419-127=326=261//O95236
I."ENST00000463575";1_155695173_155695202-102=30=28//P51398
I."ENST00000444547";1_183481972_183482003-148=32=118//Q92540
I."ENST00000339244";15_65748563_65748709-153=147=146//Q6V1X1
I."ENST00000369282";10_115971625_115971795-108=171=243//Q9BXT4
I."ENST00000369282";10_115978173_115978343-111=171=276//Q9BXT4
I."ENST00000369281";10_115986831_115987058-168=228=47//Q9BXT4
I."ENST00000457614";12_102589090_102589225-79=136=1411//Q9NWS1
I."ENST00000375022";X_54949011_54950201-74=1191=105//Q12816
I."ENST00000372948";9_130950142_130950213-230=72=116//Q9ULV3
I."ENST00000379028";7_107866089_107866145-112=57=171//Q92823
I."ENST00000393608";9_130950142_130950213-230=72=116//Q9ULV3
I."ENST00000261333";18_32825226_32825315-142=90=171//Q8NF99
I."ENST00000521374";16_67201623_67201850-125=228=106//Q9ULV5
I."ENST00000381908";12_10461987_10462079-267=93=63//Q13241
I."ENST00000316367";11_67785997_67786106-163=110=121//P43353
I."ENST00000398802";11_65146847_65147032-259=186=72//Q8N413
I."ENST00000398802";11_65147338_65147409-186=72=44//Q8N413
I."ENST00000401046";1_54651854_54651959-105=106=88//Q6IPT4
I."ENST00000394019";2_74459596_74459774-73=179=162//Q9BY07
I."ENST00000562398";15_42850396_42850488-128=93=70//Q9NVX0
I."ENST00000374773";10_34661426_34661464-189=39=129//Q8TEW0
I."ENST00000317757";3_190347139_190347287-127=149=150//Q9NPH3
I."ENST00000545968";11_47364811_47364813-125=3=133//Q14896
I."ENST00000356608";16_48204016_48204129-165=114=79//Q96J66
I."ENST00000565329";16_48209912_48209954-160=43=190//Q96J66
I."ENST00000537145";17_48617608_48617695-129=88=270//Q9H201
I."ENST00000382432";Y_27017746_27017817-72=72=72//Q9NR90
I."ENST00000382432";Y_27017746_27017817-72=72=72//Q9NR90
I."ENST00000382432";Y_27017746_27017817-72=72=72//Q9NR90
I."ENST00000437879";1_201193807_201194002-89=196=300//Q86VF2
I."ENST00000533824";1_48697618_48697823-81=206=136//Q2M3M2
I."ENST00000541030";15_43895440_43895609-156=170=157//Q7RTU9
I."ENST00000541030";15_43904575_43904707-183=133=116//A6NGW2
I."ENST00000426377";7_50566846_50566940-68=95=67//P20711
I."ENST00000397851";14_21491023_21491064-106=42=81//Q5RBN6
I."ENST00000397851";14_21488655_21488741-57=87=61//Q5RBN6
I."ENST00000394611";2_55252222_55254621-208=2400=57//Q9NQC3
I."ENST00000468167";X_70661550_70661571-85=22=68//Q8IZX4
I."ENST00000468167";X_70674857_70674862-117=6=126//P21675
I."ENST00000544991";14_73783098_73783130-75=33=75//P49757
I."ENST00000342960";1_145314216_145314267-173=52=173//Q5TAG4
I."ENST00000324774";12_121686409_121686537-101=129=88//O88831
I."ENST00000420596";X_32383137_32383316-30=180=62//P11532
I."ENST00000375789";6_31696228_31696301-120=74=100//O95865
I."ENST00000557826";15_78449890_78449973-63=84=115//Q5R678
I."ENST00000414834";12_32858759_32858797-148=39=47//O35303
I."ENST00000547312";12_32866143_32866305-87=163=121//O00429
I."ENST00000434676";12_32861087_32861158-47=72=87//O00429
I."ENST00000547312";12_32863863_32863949-72=87=163//O00429
I."ENST00000547312";12_32871577_32871697-163=121=132//O00429
I."ENST00000592836";2_179402957_179403086-88=130=206//Q8WZ42
I."ENST00000588716";2_179402088_179402174-97=87=88//Q8WZ42
I."ENST00000330889";17_29258907_29258986-92=80=113//Q9NPF8
I."ENST00000550386";12_44164841_44164907-170=67=146//Q9NWZ3
I."ENST00000433436";9_36209264_36209317-112=54=37//P09496
I."ENST00000429579";2_175986172_175986268-119=97=70//P15336
I."ENST00000415955";2_175978722_175978836-87=115=179//P16951
I."ENST00000559858";10_31784708_31784767-201=60=162//P37275
I."ENST00000498366";22_50686121_50686205-92=85=256//Q969S8
I."ENST00000454936";22_50688856_50688952-98=97=135//Q969S8
I."ENST00000359742";12_66770797_66770841-234=45=112//Q9Y3R0
I."ENST00000286445";12_66849967_66850122-156=156=170//Q9Y3R0
I."ENST00000303088";19_19307995_19308060-84=66=101//O14593
I."ENST00000551431";12_57883050_57883128-91=79=173//Q2T9L8
I."ENST00000549074";12_57882802_57882892-132=91=173//P56192
I."ENST00000468630";3_119425656_119425732-201=77=158//Q7Z4T9
I."ENST00000488350";3_49722445_49722518-147=74=121//P26927
I."ENST00000492329";3_49722445_49722522-147=78=121//P26927
I."ENST00000390003";2_33567905_33568030-126=126=144//Q14766
I."ENST00000425836";6_43748469_43748540-30=72=132//Q9MYV3
I."ENST00000372055";6_43748469_43748591-30=123=132//P15692
I."ENST00000428120";1_2124284_2124414-69=131=272//Q6NZ36
I."ENST00000307526";3_32398865_32399038-441=174=117//Q8IZV2
I."ENST00000347598";12_2706396_2706455-130=60=60//Q13936
I."ENST00000347598";12_2742795_2742878-111=84=84//Q13936
I."ENST00000347598";12_2757641_2757673-84=33=129//Q13936
I."ENST00000399617";12_2791116_2791220-353=105=129//Q13936
I."ENST00000347598";12_2706603_2706662-60=60=107//Q13936
I."ENST00000347598";12_2743463_2743546-84=84=33//Q13936
I."ENST00000378353";6_24409689_24409801-37=113=174//Q5R447
I."ENST00000389394";2_84912450_84912596-172=147=74//Q9C0G6
I."ENST00000359679";21_47558794_47558837-139=44=162//O95954
I."ENST00000592367";6_170153383_170153468-42=86=169//Q5T6L9
I."ENST00000576830";17_7534518_7534679-190=162=160//P04278
I."ENST00000571153";17_7535197_7535333-160=137=151//P04278
I."ENST00000379533";5_121761047_121761226-872=180=114//Q9Y6H5
I."ENST00000598974";11_104903791_104903853-116=63=267//P29466
I."ENST00000393136";11_104899851_104899994-110=144=235//P29466
I."ENST00000454803";3_38539120_38539175-186=56=140//Q9Y2C4
I."ENST00000286301";5_149439263_149439425-89=163=111//P07333
I."ENST00000445924";7_98984116_98984213-79=98=105//O15143
I."ENST00000432343";7_98986278_98986466-223=189=108//O88656
I."ENST00000391757";19_54613434_54613504-70=71=259//P0C1Z6
I."ENST00000466323";X_148573069_148573198-127=130=171//P22304
I."ENST00000268231";16_4833932_4834069-118=138=82//Q8IYM1
I."ENST00000265368";6_152671303_152671470-177=168=153//Q8NF91
I."ENST00000448038";6_152639216_152639398-138=183=153//Q8NF91
I."ENST00000265368";6_152668194_152668370-147=177=168//Q8NF91
I."ENST00000454076";X_153052256_153052402-95=147=103//P41564
